"STATION","NAME","DATE","CDSD","CLDD","DP01","DP10","DT00","DT32","DX32","DX70","DX90","EMNT","EMXP","EMXT","HDSD","HTDD","PRCP","TAVG","TMAX","TMIN"
"CHM00054662","DALIAN, CH","1953-03","0","0","6","3","0","17","2","0","0","23","0.26","56","5651","820","0.77","38.5","45.4","31.7"
"CHM00054662","DALIAN, CH","1953-04","3","3","1","0","0","0","0","2","0","35","0.04","79","6067","416","0.04","51.2","59.4","43.1"
"CHM00054662","DALIAN, CH","1953-05","9","6","11","8","0","0","0","9","0","45","2.63","79","6245","178","4.91","59.4","65.9","53.0"
"CHM00054662","DALIAN, CH","1953-06","96","87","7","6","0","0","0","22","0","56","1.15","80","6254","8","2.51","67.6","73.6","61.6"
"CHM00054662","DALIAN, CH","1953-07","458","362","12","7","0","0","0","30","3","67","3.40","91","0","0","7.70","76.7","81.9","71.4"
"CHM00054662","DALIAN, CH","1953-08","744","285","15","11","0","0","0","30","0","62","3.85","86","0","0","13.89","74.2","78.8","69.6"
"CHM00054662","DALIAN, CH","1953-09","855","112","2","1","0","0","0","27","0","55","1.68","86","9","9","1.73","68.4","75.4","61.5"
"CHM00054662","DALIAN, CH","1953-10","896","40","7","3","0","0","0","15","0","42","1.48","83","179","170","2.43","60.8","67.9","53.7"
"CHM00054662","DALIAN, CH","1953-11","896","0","4","2","0","11","3","0","0","21","0.14","63","934","755","0.30","39.8","45.7","34.0"
"CHM00054662","DALIAN, CH","1953-12","896","0","4","1","0","28","7","0","0","17","0.24","49","1976","1042","0.28","31.4","37.6","25.1"
"CHM00054662","DALIAN, CH","1954-01","0","0","1","0","0","29","14","0","0","9","0.02","42","3181","1205","0.03","26.1","31.7","20.5"
"CHM00054662","DALIAN, CH","1954-02","0","0","4","3","0","24","13","0","0","11","0.45","51","4216","1035","1.05","28.0","34.1","22.0"
"CHM00054662","DALIAN, CH","1954-03","0","0","3","1","0","19","6","0","0","13","0.13","68","5146","930","0.24","35.0","41.5","28.5"
"CHM00054662","DALIAN, CH","1954-04","0","0","3","2","0","0","0","0","0","36","0.20","66","5557","412","0.48","51.3","58.8","43.7"
"CHM00054662","DALIAN, CH","1954-05","2","2","7","3","0","0","0","14","0","42","0.24","75","5722","165","0.83","59.7","66.9","52.6"
"CHM00054662","DALIAN, CH","1954-06","77","76","8","6","0","0","0","21","0","54","1.87","83","5766","43","4.47","66.1","72.0","60.1"
"CHM00054662","DALIAN, CH","1954-07","233","156","17","8","0","0","0","29","0","61","0.77","85","0","0","4.19","70.0","74.9","65.2"
"CHM00054662","DALIAN, CH","1954-08","546","313","12","9","0","0","0","31","0","63","1.34","85","0","0","5.40","75.1","79.6","70.6"
"CHM00054662","DALIAN, CH","1954-09","662","115","9","3","0","0","0","24","0","54","0.70","81","22","22","1.71","68.1","74.0","62.2"
"CHM00054662","DALIAN, CH","1954-10","667","5","5","3","0","0","0","2","0","42","0.44","76","297","275","1.08","56.3","62.3","50.2"
"CHM00054662","DALIAN, CH","1954-11","667","0","4","0","0","8","1","1","0","23","0.07","71","810","513","0.16","47.9","55.3","40.5"
"CHM00054662","DALIAN, CH","1954-12","667","0","1","1","0","29","21","0","0","6","0.11","42","2101","1290","0.11","23.4","27.8","19.0"
"CHM00054662","DALIAN, CH","1955-01","0","0","2","2","0","31","16","0","0","8","0.21","43","3393","1292","0.39","23.3","29.6","17.0"
"CHM00054662","DALIAN, CH","1955-02","0","0","0","0","0","27","7","0","0","9","0.00","49","4370","977","0.00","30.1","37.2","23.0"
"CHM00054662","DALIAN, CH","1955-03","0","0","4","1","0","25","2","0","0","17","0.14","52","5341","971","0.24","33.7","39.7","27.6"
"CHM00054662","DALIAN, CH","1955-04","0","0","3","3","0","1","0","1","0","31","0.81","72","5796","455","1.41","49.8","58.0","41.6"
"CHM00054662","DALIAN, CH","1955-05","12","12","9","5","0","0","0","11","0","48","0.55","82","5927","131","1.52","61.2","69.5","52.9"
"CHM00054662","DALIAN, CH","1955-06","223","211","4","1","0","0","0","28","1","53","0.11","90","5936","9","0.18","71.7","79.3","64.2"
"CHM00054662","DALIAN, CH","1955-07","494","271","13","10","0","0","0","31","1","61","6.74","90","0","0","14.87","73.7","78.7","68.8"
"CHM00054662","DALIAN, CH","1955-08","946","452","1","0","0","0","0","31","3","62","0.06","92","0","0","0.09","79.6","85.8","73.4"
"CHM00054662","DALIAN, CH","1955-09","1135","189","9","6","0","0","0","29","0","59","2.27","85","1","1","5.05","71.3","77.6","64.9"
"CHM00054662","DALIAN, CH","1955-10","1135","0","7","2","0","0","0","1","0","38","0.29","73","293","292","0.57","55.6","61.8","49.3"
"CHM00054662","DALIAN, CH","1955-11","1135","0","5","2","0","10","1","0","0","22","1.01","65","916","623","1.19","44.2","51.0","37.5"
"CHM00054662","DALIAN, CH","1955-12","1135","0","5","2","0","17","5","0","0","15","0.20","56","1819","904","0.48","35.9","42.2","29.5"
"CHM00054662","DALIAN, CH","1956-01","0","0","3","2","0","31","19","0","0","4","0.37","43","3116","1297","0.54","23.2","28.5","17.8"
"CHM00054662","DALIAN, CH","1956-02","0","0","3","1","0","28","14","0","0","10","0.39","44","4276","1159","0.49","25.0","30.9","19.1"
"CHM00054662","DALIAN, CH","1956-03","0","0","4","2","0","21","7","0","0","16","0.78","54","5263","987","1.06","33.2","38.9","27.4"
"CHM00054662","DALIAN, CH","1956-04","0","0","4","2","0","1","0","1","0","30","0.30","72","5723","460","0.59","49.7","57.1","42.2"
"CHM00054662","DALIAN, CH","1956-05","22","22","5","5","0","0","0","11","0","42","1.48","81","5909","186","2.54","59.7","67.0","52.4"
"CHM00054662","DALIAN, CH","1956-06","94","72","14","7","0","0","0","20","0","56","2.40","86","5937","28","6.93","66.5","72.8","60.2"
"CHM00054662","DALIAN, CH","1956-07","398","304","8","6","0","0","0","30","0","63","1.75","87","0","0","4.07","74.8","80.4","69.2"
"CHM00054662","DALIAN, CH","1956-08","766","368","7","5","0","0","0","31","2","64","0.91","92","0","0","2.59","76.9","82.5","71.3"
"CHM00054662","DALIAN, CH","1956-09","965","199","6","4","0","0","0","28","0","54","4.08","83","10","10","8.85","71.3","77.9","64.8"
"CHM00054662","DALIAN, CH","1956-10","972","7","6","5","0","1","0","7","0","32","0.66","77","243","233","1.88","57.7","64.8","50.6"
"CHM00054662","DALIAN, CH","1956-11","972","0","2","1","0","19","6","0","0","19","0.30","66","1104","861","0.34","36.3","42.8","29.7"
"CHM00054662","DALIAN, CH","1956-12","972","0","6","3","0","30","20","0","0","6","0.19","49","2395","1291","0.50","23.3","28.7","18.0"
"CHM00054662","DALIAN, CH","1957-01","0","0","4","2","1","31","21","0","0","0","0.37","36","3744","1349","0.67","21.5","27.1","15.9"
"CHM00054662","DALIAN, CH","1957-02","0","0","4","1","0","28","24","0","0","3","0.11","37","4983","1239","0.22","20.8","26.1","15.4"
"CHM00054662","DALIAN, CH","1957-03","0","0","5","2","0","26","10","0","0","9","0.17","55","6054","1072","0.48","30.4","35.9","24.9"
"CHM00054662","DALIAN, CH","1957-04","0","0","5","1","0","4","0","1","0","31","1.09","72","6561","507","1.22","48.1","55.0","41.2"
"CHM00054662","DALIAN, CH","1957-05","13","13","0","0","0","0","0","12","0","48","0.00","79","6696","135","0.00","61.1","68.4","53.7"
"CHM00054662","DALIAN, CH","1957-06","91","78","5","2","0","0","0","20","0","52","0.21","85","6743","46","0.47","66.1","71.7","60.4"
"CHM00054662","DALIAN, CH","1957-07","308","217","14","5","0","0","0","29","0","65","1.25","85","0","0","3.63","72.0","76.7","67.3"
"CHM00054662","DALIAN, CH","1957-08","614","306","10","7","0","0","0","31","0","64","1.20","86","0","0","3.24","74.9","79.5","70.3"
"CHM00054662","DALIAN, CH","1957-09","702","88","7","3","0","0","0","23","0","47","0.71","82","55","55","1.25","66.1","72.5","59.7"
"CHM00054662","DALIAN, CH","1957-10","704","2","3","2","0","0","0","3","0","33","0.30","72","355","300","0.52","55.4","61.2","49.6"
"CHM00054662","DALIAN, CH","1957-11","704","0","6","1","0","7","1","0","0","20","0.14","62","923","568","0.36","46.1","52.1","40.1"
"CHM00054662","DALIAN, CH","1957-12","704","0","7","2","0","23","7","0","0","16","0.14","50","1957","1035","0.49","31.6","38.1","25.1"
"CHM00054662","DALIAN, CH","1958-01","0","0","5","2","0","31","17","0","0","0","0.15","46","3287","1330","0.40","22.1","28.5","15.7"
"CHM00054662","DALIAN, CH","1958-02","0","0","1","1","0","28","10","0","0","10","0.13","42","4350","1063","0.13","27.0","33.1","21.0"
"CHM00054662","DALIAN, CH","1958-03","0","0","5","0","0","19","3","0","0","14","0.02","56","5261","910","0.06","35.6","41.8","29.4"
"CHM00054662","DALIAN, CH","1958-04","0","0","6","3","0","0","0","1","0","34","1.20","72","5753","493","1.88","48.6","55.3","41.9"
"CHM00054662","DALIAN, CH","1958-05","4","4","5","2","0","0","0","7","0","45","0.33","77","5962","209","0.57","58.4","64.8","51.9"
"CHM00054662","DALIAN, CH","1958-06","124","120","8","6","0","0","0","26","0","57","1.51","85","5967","6","3.54","68.8","74.9","62.7"
"CHM00054662","DALIAN, CH","1958-07","448","324","8","6","0","0","0","31","0","66","3.26","88","0","0","6.51","75.5","80.0","70.9"
"CHM00054662","DALIAN, CH","1958-08","763","315","8","4","0","0","0","31","0","66","0.69","85","0","0","1.69","75.2","80.2","70.1"
"CHM00054662","DALIAN, CH","1958-09","936","173","6","3","0","0","0","27","0","51","0.38","82","15","15","1.12","70.3","76.4","64.2"
"CHM00054662","DALIAN, CH","1958-10","939","3","5","3","0","1","0","6","0","29","1.22","74","303","288","1.72","55.8","62.3","49.3"
"CHM00054662","DALIAN, CH","1958-11","939","0","2","1","0","4","0","0","0","24","0.11","59","970","667","0.20","42.8","48.4","37.2"
"CHM00054662","DALIAN, CH","1958-12","939","0","4","3","0","16","3","0","0","6","0.35","53","1872","902","0.59","35.9","42.0","29.7"
"CHM00054662","DALIAN, CH","1959-01","0","0","5","1","0","30","16","0","0","2","0.23","41","3173","1302","0.37","23.0","29.7","16.3"
"CHM00054662","DALIAN, CH","1959-02","0","0","3","0","0","27","1","0","0","17","0.07","42","4119","946","0.18","31.2","37.1","25.3"
"CHM00054662","DALIAN, CH","1959-03","0","0","5","2","0","8","0","0","0","26","0.22","59","4871","752","0.55","40.7","45.9","35.5"
"CHM00054662","DALIAN, CH","1959-04","0","0","4","3","0","0","0","0","0","36","0.41","69","5348","477","0.74","49.1","55.0","43.2"
"CHM00054662","DALIAN, CH","1959-05","41","41","4","1","0","0","0","17","0","49","0.29","85","5446","97","0.40","63.2","70.6","55.7"
"CHM00054662","DALIAN, CH","1959-06","140","99","9","5","0","0","0","25","0","55","1.73","80","5452","7","4.23","68.1","74.0","62.2"
"CHM00054662","DALIAN, CH","1959-07","439","299","14","7","0","0","0","30","0","65","1.48","87","0","0","5.31","74.6","78.7","70.6"
"CHM00054662","DALIAN, CH","1959-08","809","370","13","12","0","0","0","31","0","67","2.46","88","0","0","10.12","76.9","81.5","72.4"
"CHM00054662","DALIAN, CH","1959-09","956","147","4","3","0","0","0","30","0","57","1.65","84","0","0","2.74","69.9","75.4","64.4"
"CHM00054662","DALIAN, CH","1959-10","970","14","10","5","0","0","0","7","0","41","1.00","76","172","172","3.09","59.9","65.7","54.1"
"CHM00054662","DALIAN, CH","1959-11","970","0","8","5","0","15","2","0","0","18","0.76","62","913","741","2.40","40.3","47.2","33.4"
"CHM00054662","DALIAN, CH","1959-12","970","0","6","2","0","24","11","0","0","8","0.28","49","2002","1089","0.47","29.9","35.4","24.3"
"CHM00054662","DALIAN, CH","1960-01","0","0","5","0","0","30","18","0","0","3","0.08","45","3317","1315","0.17","22.6","28.8","16.3"
"CHM00054662","DALIAN, CH","1960-02","0","0","0","0","0","23","1","0","0","17","0.00","52","4221","904","0.00","33.8","40.1","27.5"
"CHM00054662","DALIAN, CH","1960-03","0","0","6","3","0","17","0","0","0","22","0.30","56","5056","835","0.81","38.1","44.1","32.1"
"CHM00054662","DALIAN, CH","1960-04","0","0","4","3","0","1","0","2","0","28","0.39","71","5554","498","0.70","48.4","55.7","41.1"
"CHM00054662","DALIAN, CH","1960-05","5","5","7","4","0","0","0","7","0","46","1.02","76","5746","191","1.95","59.0","65.4","52.6"
"CHM00054662","DALIAN, CH","1960-06","68","63","9","4","0","0","0","16","0","54","2.06","83","5776","30","3.49","66.1","71.1","61.1"
"CHM00054662","DALIAN, CH","1960-07","293","225","16","7","0","0","0","30","0","64","2.21","83","0","0","8.23","72.3","75.9","68.6"
"CHM00054662","DALIAN, CH","1960-08","583","290","9","4","0","0","0","31","0","65","3.54","85","0","0","5.13","74.4","78.3","70.4"
"CHM00054662","DALIAN, CH","1960-09","757","174","7","6","0","0","0","27","0","53","1.31","85","11","11","2.94","70.4","76.3","64.6"
"CHM00054662","DALIAN, CH","1960-10","757","0","2","2","0","1","0","4","0","30","0.63","73","263","252","0.74","56.9","64.2","49.5"
"CHM00054662","DALIAN, CH","1960-11","757","0","2","1","0","12","5","0","0","15","0.49","62","995","732","0.57","40.6","47.4","33.8"
"CHM00054662","DALIAN, CH","1960-12","757","0","2","0","0","26","12","0","0","4","0.05","49","2184","1189","0.09","26.6","33.1","20.2"
"CHM00054662","DALIAN, CH","1961-01","0","0","2","1","0","31","16","0","0","4","0.14","39","3448","1263","0.17","24.2","30.8","17.7"
"CHM00054662","DALIAN, CH","1961-02","0","0","1","0","0","25","4","0","0","11","0.01","45","4434","986","0.01","29.8","36.7","22.9"
"CHM00054662","DALIAN, CH","1961-03","0","0","1","1","0","16","1","0","0","20","0.29","63","5232","799","0.30","39.2","46.1","32.4"
"CHM00054662","DALIAN, CH","1961-04","0","0","5","3","0","0","0","1","0","33","0.70","74","5674","441","1.04","50.3","56.9","43.6"
"CHM00054662","DALIAN, CH","1961-05","2","2","6","3","0","0","0","8","0","39","0.73","76","5864","190","1.33","58.9","64.7","53.1"
"CHM00054662","DALIAN, CH","1961-06","117","115","6","3","0","0","0","22","0","54","0.39","90","5883","20","0.81","68.2","74.0","62.3"
"CHM00054662","DALIAN, CH","1961-07","435","319","9","6","0","0","0","31","0","68","4.84","87","0","0","12.58","75.3","79.1","71.4"
"CHM00054662","DALIAN, CH","1961-08","829","394","8","6","0","0","0","31","0","65","2.67","90","0","0","7.42","77.7","82.9","72.5"
"CHM00054662","DALIAN, CH","1961-09","937","108","11","10","0","0","0","25","0","49","1.37","83","19","19","4.88","67.9","73.8","62.1"
"CHM00054662","DALIAN, CH","1961-10","940","3","8","5","0","0","0","5","0","35","1.76","76","301","282","3.11","56.0","63.2","48.8"
"CHM00054662","DALIAN, CH","1961-11","940","0","7","4","0","8","1","0","0","23","1.02","63","877","576","1.84","45.8","52.2","39.4"
"CHM00054662","DALIAN, CH","1961-12","940","0","2","2","0","27","13","0","0","12","0.56","53","2001","1124","0.71","28.7","35.0","22.5"
"CHM00054662","DALIAN, CH","1962-01","0","0","2","0","0","31","19","0","0","11","0.02","40","3274","1273","0.05","23.9","29.8","18.1"
"CHM00054662","DALIAN, CH","1962-02","0","0","4","2","0","26","9","0","0","9","0.89","44","4289","1015","1.11","28.8","34.5","23.0"
"CHM00054662","DALIAN, CH","1962-03","0","0","1","0","0","20","1","0","0","21","0.06","58","5177","888","0.06","36.3","42.0","30.7"
"CHM00054662","DALIAN, CH","1962-04","0","0","8","6","0","3","0","0","0","27","0.41","67","5698","521","1.27","47.6","53.7","41.5"
"CHM00054662","DALIAN, CH","1962-05","27","27","2","1","0","0","0","14","0","47","0.27","83","5805","106","0.37","62.4","69.9","55.0"
"CHM00054662","DALIAN, CH","1962-06","126","99","8","6","0","0","0","18","0","55","0.73","85","5839","35","2.29","67.2","73.2","61.1"
"CHM00054662","DALIAN, CH","1962-07","387","261","13","9","0","0","0","31","0","66","3.50","83","0","0","6.48","73.4","76.9","69.9"
"CHM00054662","DALIAN, CH","1962-08","711","324","13","10","0","0","0","31","0","64","4.46","88","0","0","12.18","75.5","80.2","70.7"
"CHM00054662","DALIAN, CH","1962-09","842","131","12","6","0","0","0","23","0","49","0.85","81","42","42","2.46","67.9","73.4","62.5"
"CHM00054662","DALIAN, CH","1962-10","843","1","6","3","0","0","0","4","0","35","1.20","71","328","285","1.85","55.8","62.7","48.9"
"CHM00054662","DALIAN, CH","1962-11","843","0","2","1","0","15","7","0","0","19","0.12","64","1098","771","0.15","39.3","45.6","33.0"
"CHM00054662","DALIAN, CH","1962-12","843","0","2","1","0","23","4","0","0","12","0.12","49","2059","961","0.19","34.0","41.2","26.9"
"CHM00054662","DALIAN, CH","1963-01","0","0","1","0","0","31","23","0","0","3","0.03","38","3516","1457","0.04","18.0","24.2","11.8"
"CHM00054662","DALIAN, CH","1963-02","0","0","1","0","0","28","11","0","0","11","0.05","47","4569","1053","0.05","27.4","34.2","20.6"
"CHM00054662","DALIAN, CH","1963-03","0","0","2","1","0","17","0","0","0","22","0.20","63","5351","781","0.26","39.8","47.6","32.0"
"CHM00054662","DALIAN, CH","1963-04","0","0","9","5","0","1","0","0","0","31","2.32","67","5865","514","3.47","47.9","54.0","41.7"
"CHM00054662","DALIAN, CH","1963-05","2","2","8","3","0","0","0","6","0","47","1.67","76","6092","227","2.81","57.7","63.6","51.8"
"CHM00054662","DALIAN, CH","1963-06","83","81","9","2","0","0","0","24","0","57","0.15","85","6102","10","0.62","67.4","73.3","61.5"
"CHM00054662","DALIAN, CH","1963-07","356","273","17","13","0","0","0","30","0","63","2.55","85","0","0","15.25","73.8","78.2","69.4"
"CHM00054662","DALIAN, CH","1963-08","733","377","6","5","0","0","0","31","0","67","0.55","87","0","0","1.47","77.2","82.2","72.2"
"CHM00054662","DALIAN, CH","1963-09","888","155","4","2","0","0","0","28","0","56","0.74","85","11","11","1.19","69.8","76.0","63.6"
"CHM00054662","DALIAN, CH","1963-10","888","0","5","1","0","0","0","1","0","40","0.33","70","297","287","0.54","55.8","62.8","48.7"
"CHM00054662","DALIAN, CH","1963-11","888","0","9","2","0","11","2","0","0","22","0.22","62","949","652","0.63","43.3","49.7","36.8"
"CHM00054662","DALIAN, CH","1963-12","888","0","5","2","0","25","5","0","0","6","0.15","48","1992","1043","0.48","31.4","38.0","24.7"
"CHM00054662","DALIAN, CH","1964-01","0","0","3","2","0","30","13","0","0","8","1.07","42","3144","1152","1.53","26.7","32.3","21.0"
"CHM00054662","DALIAN, CH","1964-02","0","0","2","0","0","29","23","0","0","5","0.04","41","4450","1306","0.06","20.0","25.9","14.0"
"CHM00054662","DALIAN, CH","1964-03","0","0","6","2","0","25","0","0","0","22","0.24","53","5372","922","0.61","35.3","41.2","29.3"
"CHM00054662","DALIAN, CH","1964-04","0","0","12","8","0","3","0","0","0","24","1.80","66","5907","534","3.46","47.2","53.0","41.4"
"CHM00054662","DALIAN, CH","1964-05","28","28","4","1","0","0","0","14","0","48","1.92","80","6010","103","2.04","62.6","69.9","55.3"
"CHM00054662","DALIAN, CH","1964-06","91","63","6","4","0","0","0","17","0","57","1.50","85","6039","29","3.17","66.1","71.3","61.0"
"CHM00054662","DALIAN, CH","1964-07","357","267","15","13","0","0","0","31","0","65","2.46","86","0","0","13.61","73.6","78.3","68.9"
"CHM00054662","DALIAN, CH","1964-08","680","323","15","12","0","0","0","31","0","63","1.63","86","0","0","5.57","75.4","79.7","71.2"
"CHM00054662","DALIAN, CH","1964-09","783","103","10","7","0","0","0","25","0","52","2.04","84","20","20","3.45","67.7","73.5","62.0"
"CHM00054662","DALIAN, CH","1964-10","789","6","7","4","0","0","0","3","0","34","1.06","72","307","287","2.04","55.9","61.8","50.1"
"CHM00054662","DALIAN, CH","1964-11","789","0","5","2","0","6","1","0","0","14","0.83","59","952","645","1.39","43.5","50.0","37.0"
"CHM00054662","DALIAN, CH","1964-12","789","0","1","0","0","30","6","0","0","13","0.02","47","1979","1027","0.03","31.9","37.8","25.9"
"CHM00054662","DALIAN, CH","1965-01","0","0","4","2","1","30","16","0","0","-1","0.15","43","3251","1271","0.38","24.0","30.8","17.2"
"CHM00054662","DALIAN, CH","1965-02","0","0","4","3","0","25","11","0","0","12","0.21","46","4277","1026","0.54","28.3","34.0","22.7"
"CHM00054662","DALIAN, CH","1965-03","0","0","1","0","0","18","2","0","0","18","0.02","58","5154","877","0.02","36.7","43.5","29.9"
"CHM00054662","DALIAN, CH","1965-04","0","0","4","2","0","1","0","0","0","32","0.42","67","5705","551","0.66","46.7","53.0","40.2"
"CHM00054662","DALIAN, CH","1965-05","32","32","5","4","0","0","0","13","0","42","0.34","82","5854","150","0.81","61.2","68.6","53.8"
"CHM00054662","DALIAN, CH","1965-06","167","135","5","2","0","0","0","25","0","57","0.85","87","5864","10","1.57","69.2","75.2","63.2"
"CHM00054662","DALIAN, CH","1965-07","454","287","7","4","0","0","0","31","0","66","2.50","88","0","0","3.81","74.2","78.7","69.9"
"CHM00054662","DALIAN, CH","1965-08","702","248","10","8","0","0","0","31","0","62","1.78","85","0","0","4.01","73.0","77.8","68.2"
"CHM00054662","DALIAN, CH","1965-09","861","159","7","0","0","0","0","29","0","55","0.04","83","5","5","0.20","70.1","76.8","63.4"
"CHM00054662","DALIAN, CH","1965-10","881","20","4","2","0","0","0","10","0","42","0.28","76","174","169","0.52","60.2","66.9","53.5"
"CHM00054662","DALIAN, CH","1965-11","881","0","6","4","0","12","1","0","0","16","0.25","63","837","663","0.81","42.9","50.6","35.2"
"CHM00054662","DALIAN, CH","1965-12","881","0","0","0","0","26","9","0","0","2","0.00","51","1966","1129","0.00","28.6","36.4","20.7"
"CHM00054662","DALIAN, CH","1966-01","0","0","4","0","2","31","13","0","0","-2","0.08","42","3234","1268","0.16","24.1","31.8","16.4"
"CHM00054662","DALIAN, CH","1966-02","0","0","1","1","0","24","6","0","0","6","0.59","46","4232","998","0.61","29.4","36.0","22.7"
"CHM00054662","DALIAN, CH","1966-03","0","0","5","3","0","22","3","0","0","17","0.61","54","5161","929","1.13","35.0","41.2","28.8"
"CHM00054662","DALIAN, CH","1966-04","0","0","4","2","0","2","0","0","0","30","0.27","64","5699","537","0.65","47.1","53.7","40.5"
"CHM00054662","DALIAN, CH","1966-05","22","22","8","5","0","0","0","17","0","42","0.44","78","5835","137","1.30","61.3","68.8","53.8"
"CHM00054662","DALIAN, CH","1966-06","65","44","11","9","0","0","0","11","0","52","2.31","80","5879","43","9.44","65.0","69.6","60.4"
"CHM00054662","DALIAN, CH","1966-07","314","249","13","9","0","0","0","29","0","63","2.01","84","0","0","8.28","73.0","77.4","68.6"
"CHM00054662","DALIAN, CH","1966-08","666","352","17","13","0","0","0","31","0","58","1.24","89","0","0","6.96","76.4","81.4","71.3"
"CHM00054662","DALIAN, CH","1966-09","713","47","4","4","0","0","0","23","0","54","0.43","78","23","23","1.03","65.8","73.0","58.6"
"CHM00054662","DALIAN, CH","1966-10","721","8","9","3","0","0","0","4","0","35","0.51","76","250","227","1.42","57.9","64.5","51.3"
"CHM00054662","DALIAN, CH","1966-11","721","0","3","2","0","13","2","0","0","9","0.64","66","869","619","1.04","44.4","51.6","37.1"
"CHM00054662","DALIAN, CH","1966-12","721","0","3","0","0","30","15","0","0","3","0.05","43","2130","1261","0.09","24.3","30.5","18.1"
"CHM00054662","DALIAN, CH","1967-01","0","0","2","1","0","30","15","0","0","0","0.30","46","3432","1302","0.34","23.0","29.6","16.4"
"CHM00054662","DALIAN, CH","1967-02","0","0","1","1","0","28","14","0","0","7","0.82","40","4545","1113","0.83","25.3","31.3","19.3"
"CHM00054662","DALIAN, CH","1967-03","0","0","5","4","0","12","1","0","0","21","0.41","60","5360","815","1.08","38.7","45.2","32.2"
"CHM00054662","DALIAN, CH","1967-04","0","0","5","5","0","0","0","3","0","32","1.48","73","5843","483","2.95","48.9","55.7","42.2"
"CHM00054662","DALIAN, CH","1967-05","16","16","2","2","0","0","0","13","0","48","0.27","82","5943","100","0.47","62.3","69.2","55.3"
